"id";"name";"slug";"description";"metaDescription";"metaKeywords";"price";"image_url";"quantity";"ProductStatus";"isDeleted";"createdAt";"updatedAt"
156;"External Hard Drive";"infrastructure";"Infrastructure Items";"Infrastructure";"Infrastructure";400.0;"infrastructure3.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
157;"Monitor";"infrastructure";"Infrastructure Items";"Infrastructure";"Infrastructure";40.0;"infrastructure4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
158;"Keyboard";"infrastructure";"Infrastructure Items";"Infrastructure";"Infrastructure";40.0;"infrastructure5.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
159;"Mouse";"infrastructure";"Infrastructure Items";"Infrastructure";"Infrastructure";40.0;"infrastructure6.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
160;"HDMI Cord";"infrastructure";"Infrastructure Items";"Infrastructure";"Infrastructure";10.0;"infrastructure7.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
161;"CD-ROM";"infrastructure";"Infrastructure Items";"Infrastructure";"Infrastructure";100.0;"infrastructure8.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
162;"Desktop";"infrastructure";"Infrastructure Items";"Infrastructure";"Infrastructure";400.0;"infrastructure9.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
163;"ED Lightbulbs";"electrical";"Electrical Items";"Electrical";"Electrical";12.0;"electrical1.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
164;"Outdoor Lights";"electrical";"Electrical Items";"Electrical";"Electrical";12.0;"electrical2.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
165;"Electrical";"electrical";"Electrical Items";"Electrical";"Electrical";12.0;"electrical3.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
166;"Electrical";"electrical";"Electrical Items";"Electrical";"Electrical";12.0;"electrical4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
167;"Panel Lights";"electrical";"Electrical Items";"Electrical";"Electrical";12.0;"electrical2.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
168;"Jumper Cables";"electrical";"Electrical Items";"Electrical";"Electrical";12.0;"electrical1.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
169;"Electrical Wire";"electrical";"Electrical Items";"Electrical";"Electrical";12.0;"electrical2.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
170;"Extension Cord";"electrical";"Electrical Items";"Electrical";"Electrical";12.0;"electrical3.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
171;"Electric Tape";"electrical";"Electrical Items";"Electrical";"Electrical";12.0;"electrical4.jpg";1000;"active";0;"2019-09-01 15:44:21";"2019-09-01 15:44:21"
